MacroPlot Purpose,MacroPlot UTM X,MacroPlot UTM Y,MacroPlot UTM Zone,MacroPlot Name,Monitoring Status,Date,Index,Transect,Slope,LogNum,Dia,DecayCl,CWDFuConSt,Comment,UV1,UV2,UV3,NumTran,TranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483636,3,16,,5,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483635,3,16,,4.9,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483634,3,16,,3.9,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483633,3,16,,3.9,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483632,3,16,,3,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483631,4,36,,4.5,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483630,4,36,,8.6,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,,,,,,,,,,,,4,100,MJ.JB,MJ.JB,,,,,TRUE
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483648,1,8,,8.2,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483647,1,8,,3.8,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483646,2,16,,4.3,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483645,2,16,,4.7,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483644,2,16,,8.9,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483643,2,16,,6.9,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483642,2,16,,4.3,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483641,2,16,,5.4,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483640,2,16,,4.1,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483639,3,16,,3.1,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483638,3,16,,3.1,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483637,3,16,,3.6,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483636,3,16,,3.4,3,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483635,3,16,,8.9,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483634,3,16,,3.6,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483633,4,36,,3.2,4,LARO,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483632,4,36,,7.2,4,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483648,1,18,1,5.5,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483647,1,18,2,5.5,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483646,1,18,3,3.8,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483645,1,18,4,8.5,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483644,3,17,1,8.2,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483643,3,17,2,3.1,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483642,3,17,3,14,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483641,4,8,1,4.4,4,LARO,rotten,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483640,4,8,2,4.8,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483639,4,8,3,10.8,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483638,4,8,4,10.2,3,LARO,solid,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483648,1,18,,6.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483647,1,18,,7.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483646,1,18,,6.4,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483645,2,18,,3.2,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483644,3,18,,9,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483643,3,18,,15.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483642,4,18,,7.1,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483641,4,18,,7.9,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483640,4,18,,6.9,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483639,4,18,,6.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483638,4,18,,10.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483637,4,18,,6.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483648,1,18,,6.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483647,1,18,,7.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483646,1,18,,6.4,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483645,1,18,,3.2,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483644,2,18,,9,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483643,3,18,,15.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483641,4,8,,7.1,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483640,4,8,,7.9,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483639,4,8,,6.9,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483638,4,8,,6.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483637,4,8,,10.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483636,4,8,,6.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,,,,,,,,,,,,4,100,JRB; CD; SM,JRB; CD; SM,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483648,1,18,,3.8,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483647,1,18,,3.1,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483646,1,18,,7.8,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483645,1,18,,7.3,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483644,1,18,,6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483643,2,18,,3,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483642,3,17,,21.8,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483641,3,17,,9.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483640,4,8,,20.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483639,4,8,,8.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483638,4,8,,8.5,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483637,4,8,,8.4,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,,,,,,,,,,,,4,100,JB; JR,JB; JR,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483648,1,18,,4.4,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483647,1,18,,3.8,4,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483646,1,18,,5.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483645,1,18,,7.7,4,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483644,1,18,,5.3,4,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483643,2,18,,5.4,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483642,3,17,,6.4,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483641,3,17,,3.3,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483640,3,17,,16.3,4,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483639,4,8,,4.7,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483638,4,8,,10.9,4,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483637,4,8,,10.6,3,LARO,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483636,4,8,,17.8,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483648,3,27,,16,3,LARO,solid,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483647,3,27,,55,4,LARO,rotten,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483646,3,27,,16,4,LARO,rotten,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483645,4,21,,3.3,3,LARO,solid,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483648,1,4,,6.2,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483647,1,4,,20.3,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483646,2,6,,13.5,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483645,3,27,,3.9,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483644,3,27,,7.1,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483643,3,27,,3,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483642,3,27,,4.1,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483641,4,21,,4.2,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483648,1,4,,6.2,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483647,1,4,,20.3,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483646,2,6,,13.5,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483645,3,27,,3.9,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483644,3,27,,7.1,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483643,3,27,,3,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483642,3,27,,4.1,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483641,4,21,,4.2,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,,,,,,,,,,,,4,100,CD; SM; JRB,CD; SM; JRB,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483648,1,4,,22.3,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483647,2,6,,20.1,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483646,3,27,,4,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483645,3,27,,4.8,4,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483644,4,21,,3.1,3,LARO,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483643,4,21,,3.9,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483648,1,23,,4.2,4,LARO,rotten,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483647,3,25,,3.6,3,LARO,solid,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483646,4,27,,3.3,3,LARO,solid,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,00Pre,6/27/2010 14:09,-2147483645,4,27,,3.2,4,LARO,rotten,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483648,1,23,,4.6,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483647,2,12,,3.3,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483646,4,27,,4.6,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483645,4,27,,4.8,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Post,7/6/2013 16:08,-2147483644,4,27,,4.9,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483648,1,23,,4.6,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483647,2,12,,3.3,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483646,4,27,,4.6,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483645,4,27,,4.8,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year01,7/6/2013 13:22,-2147483644,4,27,,4.9,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,,,,,,,,,,,,4,100,CD; JRB,CD; JRB,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483648,1,23,,4.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483647,1,23,,3.2,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483646,3,25,,9.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483645,4,27,,3.1,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483644,4,27,,3.9,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483643,4,27,,4.8,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,03Year02,9/29/2014 15:23,-2147483642,4,27,,5.8,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,,,,,,,,,,,,4,100,LGG; AKC,LGG,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483648,1,23,,6.7,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483647,1,23,,9.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483646,1,23,,9.4,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483645,2,12,,3.1,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483644,2,12,,8.4,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483643,3,25,,10.5,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Post,9/28/2015 10:46,-2147483642,3,25,,12.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,,,,,,,,,,,,4,100,LGG; AKC,LGG,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483648,1,23,,6.7,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483647,1,23,,9.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483646,1,23,,9.4,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483645,2,12,,3.1,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483644,2,12,,8.4,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483643,3,25,,10.5,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year01,9/28/2015 13:22,-2147483642,3,25,,12.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,,,,,,,,,,,,4,100,AL; IW,AL; IW,,,,,TRUE
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483648,1,23,,4.6,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483647,2,12,,6.3,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483646,2,12,,9.1,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483645,3,25,,8.2,4,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483644,3,25,,11.1,3,LARO,,,,,,,,,,,,,
Clark,5341749,413506,11U,FPIPO1D10-26,15Year05,9/21/2019 14:14,-2147483643,3,25,,6,3,LARO,,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,,,,,,,,,,,,4,100,,,,,,,TRUE
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483648,1,28,,7.7,3,LARO,solid,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483647,1,28,,6.6,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483646,1,28,,7.1,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483645,1,28,,15,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483644,1,28,,5.8,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483643,1,28,,8.1,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483642,1,28,,6.2,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483641,1,28,,8.4,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483640,1,28,,8.9,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483639,1,28,,8,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483638,1,28,,3.9,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483637,1,28,,7.3,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483636,2,23,,6.4,3,LARO,solid,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483635,2,23,,7.9,4,LARO,rotten,,,,,,,,,,,,
Clark,5341843,413530,11U,FPIPO1D10-25,00Pre,7/22/2010 9:05,-2147483634,3,35,,11.8,4,LARO,rotten,,,,,,,,,,,,
