MacroPlot Purpose,MacroPlot UTM X,MacroPlot UTM Y,MacroPlot UTM Zone,MacroPlot Name,Monitoring Status,Date,Index,Transect,SampLoc,OffSet,LittDep,DuffDep,FuelbedDep,DLFuConSt,Comment,UV1,UV2,UV3,NumTran,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,14,2,15,FALSE,0.2,0,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,15,2,20,FALSE,0,0.6,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,16,2,25,FALSE,0.2,0.2,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,17,2,30,FALSE,0.1,0.3,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,18,2,35,FALSE,0.2,0.2,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,19,2,40,FALSE,0.1,0.3,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,20,2,45,FALSE,0,0.1,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,21,3,1,FALSE,0.2,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,22,3,5,FALSE,0.5,0.2,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,23,3,10,FALSE,0.4,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,24,3,15,FALSE,0.4,0.5,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,25,3,20,FALSE,0.3,0.3,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,26,3,25,FALSE,0.4,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,27,3,30,FALSE,0,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,28,3,35,FALSE,0,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,29,3,40,FALSE,0.3,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,30,3,45,FALSE,0,0,,LARO,,,, fuel3_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,31,4,1,FALSE,0.3,0.2,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,32,4,5,FALSE,0.2,0.2,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,33,4,10,FALSE,0.1,0.1,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,34,4,15,FALSE,0.3,0,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,35,4,20,FALSE,0.1,0.1,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,36,4,25,FALSE,1,0.2,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,37,4,30,FALSE,0.7,0.5,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,38,4,35,FALSE,1,0.4,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,39,4,40,FALSE,0.3,0.3,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year01,7/4/2005 16:54,40,4,45,FALSE,0.2,0.4,,LARO,,,, fuel4_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,,,,,,,,,,,,,4,,,,,,,TRUE
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,1,1,1,FALSE,1,1,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,2,1,5,FALSE,0,0,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,3,1,10,FALSE,0,0.5,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,4,1,15,FALSE,0.6,0.8,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,5,1,20,FALSE,0.2,0,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,6,1,25,FALSE,0.9,0,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,7,1,30,FALSE,0.5,0,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,8,1,35,FALSE,0.2,0.8,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,9,1,40,FALSE,0.7,1.2,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,10,1,45,FALSE,0.1,0.5,,LARO,,,, fuel1_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,11,2,1,FALSE,0,0,,LARO,big dirt areas; usually stump holes,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,12,2,5,FALSE,0,0,,LARO,big dirt areas; usually stump holes,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,13,2,10,FALSE,0,0,,LARO,big dirt areas; usually stump holes,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,14,2,15,FALSE,0,0,,LARO,big dirt areas; usually stump holes,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,15,2,20,FALSE,0,0.8,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,16,2,25,FALSE,0.4,0.2,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,17,2,30,FALSE,0.6,0.3,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,18,2,35,FALSE,0.6,0.5,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,19,2,40,FALSE,0.6,0.8,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,20,2,45,FALSE,0.3,0.9,,LARO,,,, fuel2_fuel,,,,,,,,
Gifford Clover ,415225,5349403,11,FPIPO1D10-05,04Year02,8/10/2006 10:39,21,3,1,FALSE,1,0.9,,LARO,,,, fuel3_fuel,,,,,,,,
